Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1898647,Yes,Yes,1898647,872A,"Clarendon Street between Albert Street and Victoria Parade, approximately 9m North of 212 Clarendon Street, EAST MELBOURNE VIC 3002",-37.8098063,144.9837843,"-37.8098063, 144.9837843"
MPM1898648,Yes,Yes,1898648,872B,"Clarendon Street between Albert Street and Victoria Parade, approximately 10m NE of The Sunnyside Foundation, 1-19 Clarendon Street, EAST MELBOURNE VIC 3002",-37.8099753,144.9834803,"-37.8099753, 144.9834803"
MPM1898651,Yes,Yes,1898651,878C,"Albert Street between Powlett Street and Clarendon Street, approximately 4m SW of Full & More, Unit 9B, 178 Albert Street, EAST MELBOURNE VIC 3002",-37.8104785,144.9850758,"-37.8104785, 144.9850758"
MPM1901852,Yes,Yes,1901852,338A,"Rathdowne Street between Queensberry Street and Pelham Street, approximately 62m North of Sheng Run House, 97-105 Rathdowne Street, CARLTON VIC 3053",-37.8040332,144.969245,"-37.8040332, 144.969245"
MPM1914212,Yes,Yes,1914212,670A,"La Trobe Street between Swanston Street and Elizabeth Street, approximately 6m North of Ikura Sushi, Shop 3, LwrGround 300 Lonsdale Street, MELBOURNE VIC 3000",-37.810038,144.9627191,"-37.810038, 144.9627191"
MPM1914215,Yes,Yes,1914215,647A,"Little Bourke Street between Queen Street and William Street, approximately 31m West of Mantra On Little Bourke, Gnd-Level 10, 471 Little Bourke Street, MELBOURNE VIC 3000",-37.8145117,144.958567,"-37.8145117, 144.958567"
MPM1914217,Yes,Yes,1914217,675B,"Little La Trobe Street between Swanston Street and Elizabeth Street, approximately 4m SW of 18-20 Little La Trobe Street, MELBOURNE VIC 3000",-37.809225,144.9628454,"-37.809225, 144.9628454"
MPM1914218,Yes,Yes,1914218,682A,"Franklin Street between Swanston Street and Elizabeth Street, approximately 7m East of Suite 1G, Ground 58 Franklin Street, MELBOURNE VIC 3000",-37.8078317,144.96117,"-37.8078317, 144.96117"
MPM1630440,Yes,Yes,1630440,PPARK1,Princes Park,-37.7827391,144.9607328,"-37.7827391, 144.9607328"
MPM1647111,Yes,Yes,1647111,857C,"Lansdowne Street between Wellington Parade and St Andrews Place, approximately 59m North of Substation 5, 2-4 Lansdowne Street, EAST MELBOURNE VIC 3002",-37.8135175,144.9778414,"-37.8135175, 144.9778414"
MPM1647112,Yes,Yes,1647112,810C,High Street between St Kilda Road and Punt Road,-37.8503502,144.982325,"-37.8503502, 144.982325"
MPM1647113,Yes,Yes,1647113,879B,"Albert Street between Simpson Street and Powlett Street, approximately 29m SW of Flat 1, 102 Albert Street, EAST MELBOURNE VIC 3002",-37.8109576,144.987491,"-37.8109576, 144.987491"
MPM1647114,No,Yes,1647114,813E,"Commercial Road between St Kilda Road and Punt Road, approximately 23m East of Parkview Dental, Suite 1, 20 Commercial Road, MELBOURNE VIC 3004",-37.8449573,144.9803257,"-37.8449573, 144.9803257"
MPM1647123,Yes,Yes,1647123,803B,"St Kilda Road between Slater Street and Armadale Street, approximately 59m NW of Just Group Cafe, Ground 457 St Kilda Road, MELBOURNE VIC 3004",-37.8401685,144.9770962,"-37.8401685, 144.9770962"
MPM1647126,Yes,Yes,1647126,801E,"St Kilda Road between Commercial Road and Moubray Street, approximately 28m SW of Rosco's @ Chevron, 525 St Kilda Road, MELBOURNE VIC 3004",-37.8455525,144.9790118,"-37.8455525, 144.9790118"
MPM1647128,Yes,Yes,1647128,881A,"Powlett Street between Grey Street and Albert Street, approximately 35m SE of 165-169 Powlett Street, EAST MELBOURNE VIC 3002",-37.8114418,144.9861748,"-37.8114418, 144.9861748"
MPM1647132,Yes,Yes,1647132,870D,"Albert Street between Clarendon Street and Eades Street, approximately 20m East of Flat 1, Ground 246 Albert Street, EAST MELBOURNE VIC 3002",-37.810256,144.983011,"-37.810256, 144.983011"
MPM1647135,Yes,Yes,1647135,882B,"Grey Street between Simpson Street and Powlett Street, approximately 28m North of 61-63 Grey Street, EAST MELBOURNE VIC 3002",-37.8119367,144.9875169,"-37.8119367, 144.9875169"
MPM1647139,Yes,Yes,1647139,802D,"St Kilda Road between Armadale Street and Commercial Road, approximately 31m SW of Pyne And Partners Pty Ltd, Suite 1, Ground 493 St Kilda Road, MELBOURNE VIC 3004",-37.8432408,144.9782242,"-37.8432408, 144.9782242"
MPM1647141,Yes,Yes,1647141,858D,"Lansdowne Street between St Andrews Place and Cathedral Place, approximately 67m SE of St Vincent's Hospital on the Park, 11 Cathedral Place, EAST MELBOURNE VIC 3002",-37.8114996,144.9781792,"-37.8114996, 144.9781792"
MPM1647144,Yes,Yes,1647144,804A,"St Kilda Road between Toorak Road and Slater Street, approximately 34m South of The Muse, 409-413 St Kilda Road, MELBOURNE VIC 3004",-37.8375202,144.9761356,"-37.8375202, 144.9761356"
MPM1647145,Yes,Yes,1647145,804B,"St Kilda Road between Toorak Road and Slater Street, approximately 27m South of Secure Parking, Basement 1-2, 417 St Kilda Road, MELBOURNE VIC 3004",-37.8380487,144.9764953,"-37.8380487, 144.9764953"
MPM1647146,Yes,Yes,1647146,869C,"Albert Street between Lansdowne Street and Eades Street, approximately 33m SE of The Master Builders Association Of Victoria, Master Builders Association Of Victoria, 330-336 Albert Street, EAST MELBOURNE VIC 3002",-37.8101618,144.9801625,"-37.8101618, 144.9801625"
MPM1647148,Yes,Yes,1647148,823C,Kings Domain South,-37.8322978,144.9777782,"-37.8322978, 144.9777782"
MPM1647155,Yes,Yes,1647155,854B,Wellington Parade between Lansdowne Street and Spring Street,-37.8152868,144.9761869,"-37.8152868, 144.9761869"
MPM1647159,Yes,Yes,1647159,776A,"St Kilda Road between Coventry Street and Dorcas Street, approximately 6m NE of IGA Express, Ground 320-322 St Kilda Road, SOUTHBANK VIC 3006",-37.8293195,144.9710163,"-37.8293195, 144.9710163"
MPM1647163,Yes,Yes,1647163,779B,"Balston Street between Kavanagh Street and Southern Link Road, approximately 16m NW of Imagine Marco, 42 Balston Street, SOUTHBANK VIC 3006",-37.8263478,144.9625656,"-37.8263478, 144.9625656"
MPM1647171,Yes,Yes,1647171,752A,"Haig Street between Clarendon Street and West Gate Freeway, approximately 15m NE of 73-77 Haig Street, SOUTHBANK VIC 3006",-37.8278968,144.9562751,"-37.8278968, 144.9562751"
MPM1647173,Yes,Yes,1647173,765A,Wells Street between Grant Street and Miles Street,-37.8277358,144.9687483,"-37.8277358, 144.9687483"
MPM1647174,Yes,Yes,1647174,766B,"Wells Street between Miles Street and Coventry Street, approximately 61m SE of 6-12 Miles Street, SOUTHBANK VIC 3006",-37.8288278,144.9685797,"-37.8288278, 144.9685797"
MPM1647178,Yes,Yes,1647178,765D,Wells Street between Grant Street and Miles Street,-37.8266846,144.9690526,"-37.8266846, 144.9690526"
MPM1647180,Yes,Yes,1647180,759A,"Sturt Street between Grant Street and Miles Street, approximately 28m West of Bar Bouni, 155 Sturt Street, SOUTHBANK VIC 3006",-37.8279032,144.9659094,"-37.8279032, 144.9659094"
MPM1647181,Yes,Yes,1647181,759B,"Sturt Street between Grant Street and Miles Street, approximately 11m North of Southbank Medical Clinic, Part Ground 151 Sturt Street, SOUTHBANK VIC 3006",-37.8276243,144.9662167,"-37.8276243, 144.9662167"
MPM1647182,Yes,Yes,1647182,759D,"Intersection of Sturt Street and Grant Street, approximately 39m NW of Chunky Move, Part 111 Sturt Street, SOUTHBANK VIC 3006",-37.8264967,144.9663197,"-37.8264967, 144.9663197"
MPM1647185,Yes,Yes,1647185,756A,"Moore Street between Southbank Boulevard and Southern Link Road, approximately 11m South of Victorian Institute of Forensic Medicine, 54 Moore Street, SOUTHBANK VIC 3006",-37.8250219,144.9654599,"-37.8250219, 144.9654599"
MPM1647188,Yes,Yes,1647188,759C,"Sturt Street between Grant Street and Miles Street, approximately 9m NW of Chunky Move, Part 111 Sturt Street, SOUTHBANK VIC 3006",-37.8267374,144.966483,"-37.8267374, 144.966483"
MPM1647190,Yes,Yes,1647190,750E,"Whiteman Street between West Gate Freeway and Clarendon Street, approximately 67m SE of Railway Revegetation Area, Rear 33 Meaden Street, SOUTHBANK VIC 3006",-37.8278908,144.9551427,"-37.8278908, 144.9551427"
MPM1647192,Yes,Yes,1647192,756B,"Moore Street between Southbank Boulevard and Southern Link Road, approximately 88m SW of Melbourne Symphony Orchestra, Iwaki Auditorium, 120-130 Southbank Boulevard, SOUTHBANK VIC 3006",-37.8240767,144.9657333,"-37.8240767, 144.9657333"
MPM1647200,Yes,Yes,1647200,903A,"Village Street between Bourke Street and Collins Street, approximately 13m West of 70 Village Street, DOCKLANDS VIC 3008",-37.8191397,144.9493277,"-37.8191397, 144.9493277"
MPM1647202,Yes,Yes,1647202,909B,"Harbour Esplanade between Collins Street and Bourke Street, approximately 55m NW of Docklands Community Hub Reserve, UprGround 52-66 Harbour Esplanade, DOCKLANDS VIC 3008",-37.8202497,144.9470883,"-37.8202497, 144.9470883"
MPM1647204,Yes,Yes,1647204,947C,"Collins Street between Merchant Street and Bourke Street, approximately 4m NE of 859 Collins Street, DOCKLANDS VIC 3008",-37.8213103,144.94368,"-37.8213103, 144.94368"
MPM1647206,Yes,Yes,1647206,947A,"Collins Street between Merchant Street and Bourke Street, approximately 4m NE of 875 Collins Street, DOCKLANDS VIC 3008",-37.8211207,144.9428855,"-37.8211207, 144.9428855"
MPM1647209,Yes,Yes,1647209,906B,"Batmans Hill Drive between Bourke Street and Collins Street, approximately 26m East of IGA Express, 71-73 Batmans Hill Drive, DOCKLANDS VIC 3008",-37.8192988,144.9486488,"-37.8192988, 144.9486488"
MPM1647212,Yes,Yes,1647212,942A,"La Trobe Street between Wurundjeri Way and Harbour Esplanade, approximately 12m SW of Shop 2, Ground 990 La Trobe Street, DOCKLANDS VIC 3008",-37.8143137,144.9470842,"-37.8143137, 144.9470842"
MPM1647214,Yes,Yes,1647214,753A,"Kavanagh Street between Southbank Boulevard and Power Street, approximately 5m South of 58 Kavanagh Street, SOUTHBANK VIC 3006",-37.8241954,144.9639883,"-37.8241954, 144.9639883"
MPM1647215,Yes,Yes,1647215,914B,"Geographe Street between Bourke Street and Keera Way, approximately 46m SE of 6 Buckley Walk, DOCKLANDS VIC 3008",-37.8203976,144.9455257,"-37.8203976, 144.9455257"
MPM1647216,Yes,Yes,1647216,914A,"Geographe Street between Bourke Street and Keera Way, approximately 14m East of 89 Geographe Street, DOCKLANDS VIC 3008",-37.819893,144.9453959,"-37.819893, 144.9453959"
MPM1647217,Yes,Yes,1647217,916A,"Enterprize Way from Bourke Street, approximately 34m South of Shop 9, 800 Bourke Street, DOCKLANDS VIC 3008",-37.8190467,144.9442399,"-37.8190467, 144.9442399"
MPM1647219,Yes,Yes,1647219,753B,"Kavanagh Street between Southbank Boulevard and Power Street, approximately 19m NE of State Coroner's Office, 65 Kavanagh Street, SOUTHBANK VIC 3006",-37.8239733,144.9646444,"-37.8239733, 144.9646444"
MPM1647221,Yes,Yes,1647221,909A,"Harbour Esplanade between Collins Street and Bourke Street, approximately 31m South of Hub@Docklands, 68-90 Harbour Esplanade, DOCKLANDS VIC 3008",-37.8199581,144.9472258,"-37.8199581, 144.9472258"
MPM1647222,Yes,Yes,1647222,904A,"Georgiana Street between McCrae Street and Collins Street, approximately 2m South of Docklands Convenience & Tobacconist, 8 Georgiana Street, DOCKLANDS VIC 3008",-37.8216212,144.950509,"-37.8216212, 144.950509"
MPM1647223,Yes,Yes,1647223,902B,"Village Street between Collins Street and McCrae Street, approximately 8m NE of 7 Village Street, DOCKLANDS VIC 3008",-37.8213897,144.9510993,"-37.8213897, 144.9510993"
MPM1647231,Yes,Yes,1647231,772B,"St Kilda Road between Wadey Street and Anzac Avenue, approximately 72m West of Marquis of Linlithgow Memorial Reserve, 257-269 St Kilda Road, MELBOURNE VIC 3004",-37.8265917,144.9710564,"-37.8265917, 144.9710564"
MPM1647233,Yes,Yes,1647233,768B,"St Kilda Road between Southbank Boulevard and Grant Street, approximately 19m South of Faculty Of The VCA & Music, Building 862, 204-234 St Kilda Road, SOUTHBANK VIC 3006",-37.8243441,144.9702367,"-37.8243441, 144.9702367"
